Iteration	Posterior	Likelihood	Prior	alpha_g	epsilon	extinction	gamma_cats[1]	gamma_cats[2]	gamma_cats[3]	gamma_cats[4]	mu[1]	mu[2]	mu[3]	mu[4]	mu[5]	mu[6]	mu[7]	mu[8]	mu[9]	mu[10]	mu[11]	mu[12]	mu[13]	mu[14]	mu[15]	mu[16]	mu[17]	mu[18]	mu[19]	mu[20]	mu[21]	mu[22]	mu[23]	mu[24]	mu[25]	mu[26]	mu[27]	mu[28]	mu[29]	mu[30]	mu[31]	mu[32]	mu[33]	mu[34]	mu[35]	mu[36]	mu[37]	mu[38]	mu[39]	mu[40]	mu[41]	mu[42]	mu[43]	mu[44]	mu[45]	mu[46]	mu[47]	mu[48]	mu[49]	mu[50]	mu[51]	mu[52]	mu[53]	mu[54]	mu[55]	mu[56]	mu[57]	mu[58]	mu[59]	mu[60]	mu[61]	mu[62]	pi[1]	pi[2]	pi[3]	pi[4]	r[1]	r[2]	r[3]	r[4]	r[5]	r[6]	speciation
7630	-30352.2	-30392.7	40.4797	0.212841	0.104552	0.633915	0.00080563	0.0414961	0.416333	3.54137	0.233335	0.108054	0.0871675	0.0823743	0.14129	0.219721	0.0579284	0.0569096	0.194342	0.0725962	0.0813112	0.0651899	0.0562763	0.0478872	0.0774523	0.113093	0.113811	0.0684617	0.0510147	0.0909654	0.103387	0.12343	0.232203	0.092452	0.0695752	0.107536	0.0897529	0.0869584	0.413487	0.102494	0.129384	0.209043	0.118145	0.104037	0.118494	0.0480479	0.0739272	0.109047	0.0920812	0.0889038	0.0729385	0.0637655	0.0923889	0.0733565	0.0653496	0.0757337	0.0774982	0.0924589	0.090448	0.0917028	0.241145	0.062204	0.0869549	0.0891449	0.0978664	0.0730998	0.0441222	0.0512141	0.101197	0.0629213	0.0897759	0.0950772	0.250884	0.188268	0.253588	0.30726	0.0263051	0.232005	0.364073	0.0181806	0.323424	0.0360123	6.06317
7640	-30350.8	-30390	39.1775	0.204871	0.126878	0.877268	0.000625952	0.0366317	0.396249	3.56649	0.21883	0.116129	0.103031	0.100788	0.13912	0.172563	0.059546	0.0624805	0.168384	0.0449507	0.0676028	0.0676173	0.056415	0.0473066	0.0834008	0.11404	0.111232	0.0639862	0.0468581	0.0808064	0.0980241	0.105798	0.212554	0.08281	0.0524933	0.0922121	0.129853	0.0895015	0.391435	0.0911884	0.119342	0.183344	0.0907426	0.143667	0.100955	0.112649	0.0658345	0.0915277	0.126306	0.0859073	0.0656558	0.0938219	0.156347	0.101324	0.0819088	0.0583951	0.164993	0.0794405	0.0822953	0.100937	0.238733	0.066528	0.0902179	0.0315778	0.0988763	0.0513969	0.0389178	0.0965261	0.0604814	0.0354016	0.0582265	0.0482757	0.250884	0.188268	0.253588	0.30726	0.0265948	0.23456	0.357069	0.0183808	0.326986	0.0364089	6.91428
7650	-30364.9	-30397.9	33.0133	0.205407	0.00524375	0.0303969	0.000637059	0.0369516	0.397621	3.56479	0.187823	0.112871	0.115489	0.084471	0.171126	0.20038	0.0512491	0.0574611	0.183429	0.048151	0.0586592	0.0557563	0.0732737	0.0527193	0.0840183	0.123545	0.100931	0.0552273	0.0463723	0.0758321	0.107243	0.110841	0.196179	0.113422	0.0526974	0.11038	0.107243	0.0902005	0.420733	0.101744	0.15194	0.190145	0.129405	0.0357768	0.111991	0.0415718	0.0470188	0.172271	0.0512739	0.137535	0.0337278	0.13389	0.0860133	0.114509	0.0538574	0.0639694	0.0735063	0.0796631	0.130852	0.158409	0.196299	0.077022	0.0592342	0.104122	0.0926472	0.0732126	0.033257	0.07876	0.0178739	0.0588916	0.144428	0.0258076	0.248728	0.18665	0.251409	0.313213	0.0407006	0.235006	0.342627	0.0175796	0.327609	0.0364782	5.79678
7660	-30342.9	-30388.3	45.4384	0.205067	0.107864	0.714736	0.000630004	0.0367487	0.396752	3.56587	0.199687	0.110712	0.107336	0.106268	0.108682	0.194382	0.0662663	0.0610468	0.121335	0.0489347	0.0575087	0.0469339	0.059677	0.0622495	0.0705579	0.132963	0.0947572	0.0752183	0.0421664	0.0873007	0.0959194	0.115347	0.141282	0.0962827	0.0622651	0.101119	0.111549	0.0943863	0.389313	0.099916	0.136175	0.180389	0.108333	0.0448453	0.0881901	0.0638922	0.0727414	0.0454506	0.0675305	0.0791824	0.0398026	0.0481668	0.0550275	0.0888107	0.0611969	0.0498664	0.126972	0.0797589	0.0963724	0.0904656	0.196349	0.0803965	0.054198	0.0815925	0.103895	0.110294	0.071194	0.0870345	0.0776206	0.0741899	0.0999031	0.19759	0.249793	0.18918	0.254816	0.306211	0.0302761	0.23759	0.346394	0.0176495	0.331211	0.0368793	6.62625
7670	-30355.1	-30395.4	40.2126	0.206174	0.0294231	0.169427	0.000653209	0.0374117	0.399579	3.56236	0.229877	0.116103	0.109767	0.0786505	0.100059	0.186267	0.058709	0.0510089	0.127398	0.046781	0.0673645	0.0600546	0.0737935	0.0494843	0.0897794	0.127049	0.128093	0.0911885	0.0352704	0.0706629	0.107821	0.101083	0.171111	0.070426	0.0398679	0.094378	0.100807	0.0779903	0.401762	0.0867621	0.155904	0.18514	0.0650285	0.10352	0.0745871	0.0563316	0.0815605	0.0959115	0.125865	0.0698388	0.13895	0.0656069	0.13229	0.0960074	0.0848945	0.0351568	0.125738	0.0617353	0.13883	0.111788	0.228718	0.0657728	0.121757	0.107833	0.0740296	0.185022	0.0421225	0.0779075	0.0717236	0.0492141	0.175279	0.096568	0.248368	0.1881	0.253566	0.309965	0.0300616	0.245627	0.358112	0.0159622	0.322419	0.0278184	5.75828
7680	-30350	-30392.5	42.5242	0.205141	0.0399877	0.247517	0.000631542	0.0367931	0.396942	3.56563	0.201264	0.154927	0.0994655	0.086027	0.119747	0.188294	0.0760428	0.0421286	0.166291	0.0584526	0.0830364	0.0600739	0.0694163	0.0516715	0.0845322	0.11175	0.0760111	0.0771514	0.0475497	0.0903095	0.10483	0.105927	0.135544	0.0891226	0.0543895	0.0959589	0.104415	0.100294	0.401855	0.0862441	0.139492	0.177267	0.0779006	0.0330485	0.0926253	0.0718823	0.112736	0.0890511	0.0762713	0.0323452	0.110626	0.116707	0.100152	0.131376	0.126432	0.0665791	0.189423	0.0623014	0.162662	0.125389	0.161378	0.0699592	0.148742	0.0678006	0.0686245	0.0562433	0.0495079	0.109444	0.0564198	0.0826788	0.163425	0.0856105	0.249484	0.176322	0.254706	0.319488	0.0365143	0.250575	0.335765	0.0162838	0.328914	0.0319471	6.18982
7690	-30355.3	-30396	40.765	0.207079	0.0375817	0.226064	0.000672599	0.0379566	0.401879	3.55949	0.2004	0.155806	0.104516	0.0829425	0.151662	0.18497	0.0708641	0.0474302	0.143761	0.0682005	0.0623613	0.0539467	0.0531307	0.0598052	0.0974101	0.120709	0.0920101	0.0607497	0.0279655	0.0881922	0.119686	0.120287	0.153216	0.0906738	0.0497569	0.0976164	0.109664	0.095169	0.381064	0.0946429	0.110621	0.156952	0.0672265	0.0389361	0.180246	0.0587879	0.174047	0.0418954	0.0838827	0.0623669	0.0824319	0.1083	0.0925474	0.205579	0.113163	0.0605584	0.211123	0.0690848	0.090412	0.106988	0.152186	0.100214	0.140039	0.079788	0.0802123	0.0616486	0.0640893	0.103972	0.0685456	0.0516144	0.143838	0.0617328	0.251783	0.177947	0.247838	0.322432	0.036753	0.253666	0.325096	0.0191731	0.332971	0.0323411	6.01528
7700	-30354	-30397.2	43.1817	0.201849	0.133167	0.82911	0.000565874	0.0348487	0.388466	3.57612	0.207938	0.138045	0.125557	0.0932146	0.105189	0.173063	0.0736334	0.0472354	0.118603	0.0441854	0.0553777	0.0613825	0.0557606	0.0461421	0.0925143	0.111656	0.12932	0.0577431	0.0334641	0.0759267	0.0995967	0.0977622	0.143802	0.0583067	0.0520012	0.103069	0.112962	0.0875654	0.40638	0.0836829	0.109995	0.147944	0.09641	0.0997291	0.173028	0.0952094	0.0828017	0.0313746	0.108489	0.0507106	0.0451246	0.184273	0.103542	0.147537	0.094084	0.0518725	0.0989182	0.0832754	0.0566462	0.126882	0.146343	0.0890059	0.0639656	0.0536327	0.183709	0.0789218	0.0538001	0.113239	0.0719504	0.0549237	0.0894377	0.0672075	0.254045	0.178808	0.243154	0.323993	0.0369561	0.255068	0.326893	0.0137506	0.334812	0.0325199	6.22608
7710	-30352.9	-30397.3	44.3645	0.208365	0.114658	0.81596	0.000700856	0.0387364	0.405135	3.55543	0.198831	0.149937	0.0819351	0.100498	0.10993	0.17401	0.0697365	0.0461557	0.150846	0.0506026	0.0441242	0.0652938	0.062648	0.0444445	0.0675448	0.109303	0.0911916	0.0850026	0.0333729	0.0790483	0.0955284	0.104267	0.159018	0.0983068	0.0651851	0.0899192	0.118845	0.0906511	0.426511	0.101574	0.103391	0.15038	0.136455	0.0574972	0.101478	0.0688721	0.128314	0.0939981	0.0679434	0.0452559	0.142654	0.0873071	0.0810439	0.0978461	0.0850591	0.0623477	0.134421	0.0802676	0.0601173	0.123197	0.155717	0.0855067	0.0882328	0.095262	0.159424	0.0688449	0.040131	0.112592	0.064435	0.0664559	0.092448	0.0611253	0.249408	0.19072	0.242854	0.317018	0.0368137	0.254085	0.325633	0.0136976	0.333521	0.0362494	7.11645
7720	-30336.6	-30382.1	45.4948	0.202735	0.0917677	0.637158	0.000583059	0.0353682	0.390759	3.57329	0.180314	0.100989	0.080432	0.078906	0.0953112	0.167279	0.0736406	0.0483855	0.134657	0.0937181	0.104882	0.0723605	0.0782501	0.0689131	0.082219	0.0881708	0.0822246	0.0710564	0.0312169	0.0784795	0.0983101	0.107726	0.162812	0.0819443	0.0668894	0.0988509	0.107273	0.097623	0.380508	0.0968306	0.0895826	0.126606	0.151015	0.101566	0.213835	0.0479747	0.141669	0.0935634	0.0708559	0.0530894	0.108299	0.080641	0.058928	0.0931739	0.0571798	0.0323439	0.0540662	0.0575001	0.0773202	0.148479	0.125509	0.0622173	0.101079	0.0760407	0.106722	0.0673691	0.0402097	0.130209	0.0370554	0.0655144	0.123544	0.133824	0.247164	0.192055	0.241544	0.319237	0.0277805	0.26183	0.335559	0.0175368	0.31994	0.0373543	6.94316
7730	-30360.2	-30399.5	39.3484	0.208807	0.167258	1.16637	0.000710744	0.0390055	0.406249	3.55403	0.188304	0.120302	0.100473	0.0714016	0.0803488	0.156301	0.094873	0.0474727	0.151138	0.0723215	0.0966759	0.0541087	0.0815635	0.054991	0.0781272	0.086376	0.0865546	0.0879973	0.0367492	0.0825611	0.0983722	0.128627	0.146093	0.0965965	0.0525605	0.101936	0.131554	0.0841733	0.427538	0.110592	0.112798	0.144944	0.153792	0.0471574	0.121467	0.0541708	0.101687	0.0745798	0.0652395	0.151787	0.0606949	0.144304	0.0512505	0.0811789	0.0585753	0.0431381	0.107349	0.0647858	0.0953691	0.182402	0.131305	0.0811217	0.0631108	0.0619632	0.230741	0.0415488	0.0582322	0.132374	0.0664906	0.136522	0.223702	0.0992925	0.249577	0.196555	0.239761	0.314106	0.0275641	0.25979	0.347547	0.0174002	0.312085	0.0356136	6.97351
7740	-30350.7	-30393.6	42.9591	0.208398	0.107308	0.667503	0.00070158	0.0387562	0.405217	3.55533	0.192785	0.126018	0.123292	0.0751954	0.0890836	0.146707	0.0715905	0.0534386	0.139092	0.096467	0.104965	0.0603278	0.0645938	0.0802411	0.0673932	0.118928	0.123806	0.0632814	0.0506995	0.0811836	0.0824053	0.124321	0.163369	0.0798996	0.0477	0.116429	0.107621	0.0919928	0.382505	0.0977438	0.0906807	0.161625	0.0892654	0.0688151	0.160105	0.0823812	0.062674	0.0492598	0.150592	0.0483022	0.0756214	0.157679	0.0992845	0.0736586	0.0987052	0.0327131	0.0910444	0.0664878	0.0843727	0.224055	0.218702	0.0609265	0.0419054	0.0222857	0.100344	0.0831117	0.0913116	0.0917882	0.0702415	0.0627241	0.0930439	0.0913577	0.249577	0.196555	0.239761	0.314106	0.028338	0.246439	0.357304	0.010458	0.320847	0.0366135	6.22044
7750	-30348.6	-30390.5	41.889	0.202262	0.200053	1.34044	0.000573842	0.0350906	0.389536	3.5748	0.201915	0.127107	0.0961938	0.0710237	0.115565	0.147514	0.0783679	0.0525844	0.170757	0.0922735	0.12341	0.0652237	0.063813	0.0758238	0.0807002	0.109227	0.109373	0.0783452	0.0444526	0.0864123	0.0829071	0.103737	0.160786	0.0902276	0.0696825	0.113015	0.127729	0.108555	0.38203	0.110885	0.0959596	0.165374	0.237798	0.122349	0.152037	0.086125	0.118625	0.0522796	0.0821341	0.0820386	0.0842519	0.114188	0.0875894	0.101741	0.0652396	0.0229536	0.084796	0.066865	0.0619238	0.101903	0.206516	0.0771192	0.0665773	0.0953532	0.0758931	0.153638	0.0634173	0.127739	0.0932637	0.0754233	0.0473043	0.113992	0.249054	0.198238	0.239259	0.313449	0.0256577	0.247119	0.35829	0.0104869	0.321732	0.0367145	6.70042
7760	-30358.7	-30402.6	43.8333	0.20381	0.267482	2.07658	0.000604381	0.036002	0.393528	3.56987	0.186426	0.113788	0.112038	0.0665094	0.0847578	0.111767	0.0747922	0.0812719	0.142407	0.126791	0.0986902	0.0578559	0.0407309	0.0772992	0.0802455	0.0951194	0.0916256	0.0793425	0.0522532	0.0708623	0.0876761	0.109942	0.176104	0.0864861	0.0513644	0.127407	0.106205	0.0832382	0.323942	0.105721	0.0950853	0.142159	0.0859299	0.133633	0.10193	0.0715813	0.0890898	0.0591876	0.206078	0.0630118	0.0953204	0.06372	0.0568792	0.0689776	0.0614028	0.120183	0.143208	0.0366012	0.131955	0.158998	0.170048	0.0810368	0.0802388	0.0424818	0.15976	0.157584	0.0492107	0.0825816	0.0609338	0.0305742	0.113043	0.0848713	0.252665	0.200908	0.242481	0.303946	0.0253861	0.244503	0.354497	0.0103758	0.328913	0.0363258	7.76342
7770	-30355.9	-30393	37.0377	0.213219	0.404233	3.0609	0.000814965	0.0417329	0.417271	3.54018	0.205188	0.126606	0.122494	0.0834391	0.0764631	0.132992	0.0799666	0.0656076	0.12231	0.120134	0.101411	0.0652535	0.0535552	0.0528911	0.0802963	0.113454	0.162562	0.0952088	0.0583602	0.0708537	0.081876	0.123332	0.131959	0.0740016	0.0445779	0.101373	0.12529	0.0911313	0.364915	0.110006	0.106293	0.113426	0.13534	0.040886	0.0866421	0.0532858	0.0684227	0.0361409	0.119923	0.0873874	0.146449	0.0623452	0.139786	0.2161	0.0753282	0.0611618	0.0827718	0.0581381	0.10821	0.180916	0.122776	0.0844939	0.0713185	0.0546844	0.260038	0.0914539	0.121251	0.137139	0.040322	0.0352991	0.112627	0.0511961	0.251868	0.200273	0.244872	0.302986	0.0299741	0.243363	0.352844	0.0103275	0.32738	0.0361108	7.57212
7780	-30357	-30401.6	44.5541	0.212632	0.282456	2.06554	0.000800518	0.0413659	0.415815	3.54202	0.208499	0.119902	0.108994	0.0911853	0.0953966	0.147076	0.0874805	0.0658911	0.110743	0.0804268	0.134157	0.06543	0.0627117	0.0683231	0.076206	0.117732	0.147804	0.0805785	0.0592598	0.0686052	0.0993866	0.11886	0.145895	0.0944083	0.0407848	0.103895	0.14885	0.110632	0.398028	0.105348	0.089801	0.134189	0.152651	0.0990893	0.0810597	0.0765116	0.0377512	0.0704845	0.0879214	0.0402007	0.0990103	0.072955	0.101515	0.171855	0.11904	0.0533696	0.0433398	0.091765	0.108402	0.167188	0.145024	0.078117	0.0658747	0.060147	0.0729444	0.106954	0.0663735	0.077456	0.042192	0.0529729	0.0867933	0.0974049	0.252504	0.201661	0.242083	0.303752	0.0266859	0.254818	0.348178	0.0116338	0.323051	0.0356333	7.31279
7790	-30345.1	-30391.7	46.629	0.203481	0.0685338	0.440385	0.000597798	0.0358076	0.392682	3.57091	0.187498	0.107731	0.12076	0.0760276	0.104643	0.12564	0.0999892	0.0762983	0.115116	0.0989366	0.131087	0.0536759	0.0560471	0.0927801	0.0671405	0.110712	0.114005	0.0832656	0.0508552	0.0803801	0.102285	0.103286	0.128799	0.100484	0.044124	0.082549	0.141458	0.0968912	0.36794	0.114483	0.121471	0.149871	0.150703	0.0745614	0.0817903	0.10347	0.0774527	0.122099	0.0722974	0.114729	0.124727	0.0754998	0.0568668	0.191069	0.0639809	0.0662692	0.0867184	0.0493176	0.119029	0.0929758	0.115736	0.0951886	0.0517987	0.0290112	0.104931	0.107624	0.0703757	0.146197	0.0553416	0.0578556	0.0341065	0.11733	0.246021	0.194195	0.246391	0.313392	0.0272659	0.255334	0.348883	0.0116574	0.323705	0.0331547	6.42582
7800	-30350.2	-30390	39.8673	0.205081	0.163312	1.1468	0.00063029	0.036757	0.396787	3.56583	0.213374	0.11241	0.0998629	0.0780383	0.103432	0.150552	0.0916828	0.0547147	0.111319	0.0978742	0.14079	0.0509285	0.0761961	0.0654072	0.0638066	0.110957	0.109272	0.0920898	0.0737895	0.0914749	0.0934496	0.113208	0.124563	0.105984	0.0582489	0.0962764	0.133736	0.0951837	0.418907	0.122923	0.110682	0.180242	0.0728711	0.0485424	0.0618091	0.25882	0.0463857	0.0610095	0.103518	0.0835054	0.105036	0.0690041	0.0736362	0.0647506	0.100169	0.0312783	0.0758838	0.0499529	0.146735	0.140143	0.0761567	0.14272	0.103846	0.147704	0.0605862	0.199231	0.0881335	0.0923106	0.0971219	0.0547949	0.153334	0.0937386	0.246021	0.194195	0.246391	0.313392	0.0308555	0.254392	0.347596	0.0116144	0.32251	0.0330323	7.02214
7810	-30354.3	-30395	40.7513	0.20443	0.0638049	0.3562	0.000616923	0.0363695	0.39512	3.56789	0.179664	0.116187	0.113069	0.0720908	0.0950114	0.132624	0.102163	0.0747915	0.114229	0.0794295	0.114443	0.0488864	0.0588828	0.0753313	0.0591436	0.126589	0.122417	0.08259	0.0534454	0.0929271	0.0892481	0.0844621	0.125392	0.0877868	0.0547698	0.0928936	0.123988	0.0951377	0.43364	0.102628	0.132768	0.140398	0.0571186	0.0777217	0.119379	0.0460395	0.0829277	0.0387412	0.103297	0.109463	0.177032	0.131947	0.0727862	0.113094	0.0739828	0.0368598	0.0895328	0.0488719	0.0699155	0.0994429	0.117654	0.0677885	0.0660588	0.080657	0.144165	0.126088	0.241108	0.105398	0.0536123	0.0135226	0.118099	0.0894483	0.250151	0.205792	0.239469	0.304588	0.0308292	0.254175	0.3473	0.0124559	0.322236	0.0330042	5.58264
7820	-30358.8	-30397.2	38.3776	0.206965	0.0662119	0.335136	0.000670136	0.0378878	0.40159	3.55985	0.191602	0.103182	0.14777	0.0589668	0.0845154	0.140814	0.0871441	0.0672948	0.117426	0.111129	0.14586	0.045297	0.0566674	0.0674497	0.0700999	0.119032	0.115178	0.0819899	0.0718337	0.0694371	0.0864364	0.0979138	0.136737	0.0969776	0.0526213	0.095953	0.133634	0.0967629	0.387423	0.116045	0.107691	0.186142	0.137922	0.0281307	0.168125	0.11519	0.0618673	0.0660016	0.0725267	0.129782	0.125433	0.177565	0.0880863	0.0664404	0.0714702	0.0454771	0.0688241	0.0320999	0.0501339	0.109621	0.102058	0.113393	0.070057	0.0855645	0.0829588	0.197266	0.0510074	0.10736	0.0551712	0.160074	0.0775581	0.0669043	0.24578	0.202197	0.252756	0.299266	0.0260621	0.248646	0.352301	0.0126353	0.326876	0.0334795	5.06157
7830	-30343.8	-30386.4	42.6084	0.215372	0.0704752	0.375916	0.000869446	0.0430876	0.422575	3.53347	0.244637	0.110236	0.144383	0.0831938	0.0989854	0.136639	0.0921714	0.0811625	0.134504	0.133008	0.105588	0.0467776	0.0623666	0.0642047	0.0608276	0.111905	0.127139	0.079184	0.0709928	0.0667113	0.0851631	0.0980573	0.157106	0.0979287	0.0679554	0.0993825	0.131733	0.113827	0.379042	0.108617	0.116645	0.133123	0.116886	0.141433	0.0772925	0.151628	0.0442496	0.097884	0.0697795	0.0880025	0.0764699	0.0815192	0.0486824	0.0546776	0.0701123	0.0334304	0.0529392	0.0474643	0.0595525	0.119742	0.0867104	0.0946461	0.0736103	0.0370115	0.107757	0.108279	0.0425166	0.0562296	0.136237	0.158289	0.056818	0.0690986	0.24578	0.202197	0.252756	0.299266	0.0302736	0.23237	0.355998	0.0172219	0.330306	0.0338308	5.33402
7840	-30353.2	-30394.6	41.3717	0.206261	0.260265	1.8315	0.000655057	0.037464	0.399801	3.56208	0.205572	0.112074	0.132313	0.0795163	0.107446	0.14796	0.108216	0.121577	0.128679	0.0927359	0.126349	0.0638322	0.0667175	0.0667205	0.0645071	0.16417	0.115932	0.0844062	0.0696927	0.0774502	0.0851228	0.116704	0.150845	0.141172	0.0476616	0.100109	0.139459	0.0980915	0.385674	0.109208	0.0935759	0.140366	0.0997148	0.107608	0.0654123	0.0695604	0.0667931	0.153462	0.0439941	0.0670166	0.0778096	0.0957397	0.0689306	0.0671736	0.0740491	0.0376462	0.0993783	0.054812	0.0995443	0.0814227	0.0839449	0.119483	0.0748236	0.0404537	0.0908687	0.171583	0.0760564	0.0765538	0.0345455	0.192104	0.089012	0.120521	0.245372	0.20186	0.254	0.298768	0.0310736	0.23851	0.365406	0.017677	0.312608	0.0347248	7.03707
7850	-30353.3	-30386.2	32.8808	0.213767	0.16194	1.19345	0.000828586	0.0420758	0.418624	3.53847	0.198205	0.105206	0.126406	0.0807821	0.0755697	0.148806	0.106624	0.197141	0.126182	0.0777413	0.117964	0.0489347	0.0671011	0.0830037	0.0645043	0.165351	0.177133	0.0631209	0.0914221	0.094157	0.0850648	0.106778	0.155964	0.114824	0.0792703	0.11027	0.120333	0.112386	0.372131	0.105374	0.107838	0.147136	0.113537	0.15311	0.228972	0.214269	0.0462444	0.0916842	0.101651	0.114813	0.0622688	0.152486	0.0850776	0.0867744	0.0661905	0.0316265	0.128416	0.0446981	0.0833323	0.102796	0.0683395	0.123553	0.0558551	0.0323055	0.129745	0.156576	0.0880632	0.124726	0.0582726	0.0951846	0.0865769	0.0554303	0.248487	0.191727	0.257224	0.302562	0.0304756	0.240097	0.367836	0.0177946	0.314688	0.0291086	7.3697
7860	-30355.5	-30393	37.469	0.212354	0.0317113	0.183751	0.000793748	0.0411928	0.415125	3.54289	0.211789	0.100094	0.158047	0.0706154	0.0849943	0.137533	0.0987641	0.141263	0.138471	0.116133	0.119544	0.0606638	0.0500534	0.0633724	0.0634339	0.175766	0.179515	0.0752172	0.183554	0.120125	0.0977771	0.105029	0.146147	0.112949	0.0574722	0.0973639	0.116543	0.103378	0.386861	0.101012	0.0998794	0.152085	0.0892426	0.124409	0.141072	0.143294	0.100527	0.146705	0.100985	0.0725977	0.0729343	0.118778	0.0636428	0.077935	0.0688501	0.0321861	0.139388	0.0554157	0.189756	0.0562033	0.0555648	0.137219	0.0599768	0.0470293	0.069585	0.103359	0.0679869	0.111361	0.0934593	0.0960433	0.0861207	0.0806074	0.239541	0.19401	0.260286	0.306163	0.0302845	0.238591	0.369146	0.015124	0.312714	0.0341393	5.79451
7870	-30362	-30403.7	41.6801	0.211161	0.0452537	0.247031	0.000765118	0.0404522	0.412154	3.54663	0.182284	0.109523	0.144464	0.0680666	0.0913289	0.141765	0.0855048	0.139784	0.119351	0.0754908	0.101378	0.0627483	0.0601321	0.0847964	0.077315	0.191174	0.169069	0.0710138	0.109303	0.106798	0.092738	0.0911215	0.15471	0.125645	0.0688439	0.0835369	0.10425	0.0912993	0.333052	0.112315	0.0906015	0.127867	0.0984164	0.071345	0.121204	0.140603	0.103311	0.0867274	0.0568744	0.0954261	0.0610725	0.129691	0.0746644	0.0760855	0.0682866	0.0462113	0.154944	0.0421697	0.106444	0.052171	0.0852499	0.187051	0.075716	0.16421	0.0532908	0.0999854	0.0453978	0.0631515	0.163718	0.0843693	0.165404	0.102208	0.244794	0.190944	0.251383	0.312878	0.033487	0.252432	0.363087	0.0148758	0.307581	0.0285368	5.4588
7880	-30361.1	-30400.3	39.2003	0.215332	0.0388954	0.245305	0.000868412	0.0430623	0.422477	3.53359	0.186036	0.118406	0.106297	0.056888	0.0822306	0.134254	0.087551	0.181034	0.124193	0.0899576	0.131417	0.0511163	0.0806941	0.0664549	0.0768257	0.210438	0.139826	0.0799982	0.12759	0.116844	0.100245	0.0916926	0.146021	0.114108	0.0588368	0.0828992	0.116461	0.109824	0.359991	0.114611	0.101851	0.127919	0.142654	0.108127	0.12352	0.130935	0.0719004	0.15753	0.0629782	0.0706125	0.108112	0.150637	0.0330781	0.0790306	0.0597866	0.0700138	0.0887157	0.046883	0.0823857	0.045919	0.160358	0.159292	0.0857276	0.0690172	0.0793245	0.118592	0.0635814	0.0457222	0.108744	0.035327	0.0513187	0.127902	0.242544	0.197601	0.249853	0.310002	0.0334381	0.252063	0.361608	0.014854	0.307132	0.0309041	6.3068
7890	-30362.1	-30397.3	35.1359	0.204879	0.0230078	0.13759	0.000626119	0.0366365	0.39627	3.56647	0.206796	0.101829	0.121122	0.067696	0.0809872	0.12673	0.0760143	0.190653	0.137146	0.10406	0.141296	0.0507152	0.0630321	0.0618694	0.0840249	0.176056	0.152743	0.06334	0.157475	0.107226	0.104523	0.109449	0.144933	0.156319	0.0524735	0.0942033	0.113231	0.103504	0.381556	0.112073	0.109416	0.123907	0.0793307	0.0926672	0.194261	0.121471	0.0199194	0.10817	0.127481	0.108061	0.0740076	0.100484	0.053338	0.124998	0.066481	0.120978	0.0803441	0.0582165	0.10308	0.073239	0.114445	0.267291	0.0825058	0.090514	0.05577	0.112649	0.0418889	0.0652298	0.092136	0.0808562	0.0444046	0.163059	0.245285	0.199834	0.241376	0.313505	0.0228931	0.254813	0.365553	0.0150161	0.310483	0.0312412	5.98017
7900	-30359.8	-30395.2	35.4107	0.211278	0.0183332	0.101482	0.000767882	0.0405243	0.412445	3.54626	0.197906	0.117238	0.155805	0.0660927	0.0783145	0.140027	0.100614	0.145279	0.113094	0.102537	0.105839	0.0958507	0.0430974	0.0780533	0.0859948	0.160571	0.12358	0.065545	0.12197	0.0766626	0.101587	0.0929407	0.128877	0.119245	0.0475294	0.0924699	0.11728	0.107945	0.429919	0.121087	0.108343	0.13441	0.121418	0.054952	0.141785	0.105818	0.0354764	0.0483162	0.059426	0.13822	0.0756244	0.0845995	0.0261375	0.0834322	0.0849115	0.153376	0.116387	0.0518437	0.150418	0.088969	0.13345	0.189234	0.0942896	0.0656512	0.103852	0.147626	0.0947424	0.039125	0.196736	0.0766145	0.153204	0.147311	0.242567	0.186629	0.248302	0.322502	0.0357555	0.251459	0.360741	0.0148184	0.306396	0.03083	5.53543
7910	-30351.4	-30387.5	36.1455	0.207325	0.177592	1.28775	0.000677944	0.0381054	0.402504	3.55871	0.209016	0.11648	0.115618	0.0795003	0.104702	0.147852	0.0988834	0.13187	0.113302	0.0872103	0.113525	0.0779204	0.0562294	0.0702995	0.0693115	0.141289	0.147249	0.0691602	0.130909	0.0920996	0.0948816	0.103621	0.14207	0.139886	0.0616654	0.0810177	0.119733	0.0850376	0.371826	0.105396	0.106132	0.133129	0.135883	0.0439618	0.186513	0.0905596	0.0715068	0.0859373	0.0825631	0.197664	0.129067	0.0949219	0.0701819	0.170656	0.067211	0.0893673	0.150008	0.054611	0.137379	0.0944138	0.15345	0.204391	0.0972461	0.08433	0.121818	0.0657628	0.0886152	0.042399	0.0783508	0.0358066	0.0720596	0.204241	0.239801	0.195905	0.245471	0.318824	0.0357555	0.251459	0.360741	0.0148184	0.306396	0.03083	7.25121
