Iteration	Posterior	Likelihood	Prior	alpha_g	epsilon	extinction	gamma_cats[1]	gamma_cats[2]	gamma_cats[3]	gamma_cats[4]	mu	pi[1]	pi[2]	pi[3]	pi[4]	r[1]	r[2]	r[3]	r[4]	r[5]	r[6]	speciation
3660	-30524.5	-30460.9	-63.5135	0.214154	0.0784248	0.981857	0.00083831	0.0423189	0.419579	3.53726	0.246622	0.245485	0.19058	0.246226	0.317709	0.033386	0.23849	0.339734	0.0165422	0.332426	0.0394214	12.5197
3670	-30528.6	-30464.9	-63.7083	0.214154	0.226471	3.08437	0.00083831	0.0423189	0.419579	3.53726	0.235524	0.254244	0.192328	0.24408	0.309349	0.033386	0.23849	0.339734	0.0165422	0.332426	0.0394214	13.6193
3680	-30521.7	-30458.3	-63.4656	0.210704	0.0361739	0.36663	0.000754336	0.0401696	0.411011	3.54806	0.231588	0.254244	0.192328	0.24408	0.309349	0.0309172	0.239099	0.340602	0.0165844	0.333275	0.0395221	10.1352
3690	-30522.1	-30458.9	-63.2094	0.20964	0.163509	2.21947	0.000729662	0.039515	0.408344	3.55141	0.242501	0.251821	0.192953	0.244873	0.310354	0.0309262	0.239169	0.340701	0.0162977	0.333372	0.0395336	13.574
3700	-30526.3	-30464	-62.3838	0.211796	0.0807875	1.06337	0.000780273	0.0408459	0.413738	3.54464	0.228263	0.24787	0.190255	0.255862	0.306014	0.031105	0.240551	0.34267	0.0163919	0.335299	0.0339822	13.1626
3710	-30528.9	-30466.8	-62.0366	0.221745	0.1156	1.41848	0.00104528	0.0471863	0.438002	3.51377	0.23055	0.249155	0.186057	0.257188	0.3076	0.031105	0.240551	0.34267	0.0163919	0.335299	0.0339822	12.2706
3720	-30527.2	-30465.9	-61.3158	0.215682	0.00684033	0.0784435	0.000877487	0.0432838	0.423335	3.5325	0.242676	0.250518	0.187075	0.253125	0.309283	0.0312347	0.237383	0.3441	0.0164603	0.336698	0.034124	11.4678
3730	-30530.7	-30467.6	-63.1123	0.211011	0.117261	1.31458	0.000761571	0.0403594	0.41178	3.5471	0.237816	0.251079	0.184824	0.253692	0.310405	0.0322998	0.237721	0.34459	0.0140395	0.337177	0.0341725	11.2107
3740	-30519.3	-30455.7	-63.5737	0.207334	0.152017	2.14552	0.000678134	0.0381106	0.402526	3.55869	0.244726	0.25029	0.184243	0.252895	0.312572	0.0322496	0.237352	0.344054	0.0155722	0.336653	0.0341194	14.1137
3750	-30527.5	-30464.3	-63.1996	0.204167	0.0533754	0.705063	0.000611575	0.0362133	0.394445	3.56873	0.238676	0.248884	0.183208	0.257092	0.310816	0.0316557	0.232981	0.337718	0.0133692	0.355451	0.0288247	13.2095
3760	-30529.8	-30464.1	-65.6786	0.206544	0.228214	3.63867	0.000661079	0.0376339	0.40052	3.56119	0.239916	0.249978	0.184013	0.253825	0.312183	0.0313445	0.230691	0.344228	0.0132378	0.351957	0.0285414	15.9441
3770	-30531.5	-30465.6	-65.9606	0.205137	0.362773	6.25503	0.000631466	0.0367909	0.396933	3.56565	0.233183	0.250735	0.18457	0.251567	0.313127	0.0310441	0.226978	0.340928	0.0131109	0.348583	0.0393557	17.2423
3780	-30539.6	-30472	-67.5867	0.218876	0.433182	7.8711	0.000963391	0.0453253	0.431109	3.5226	0.247511	0.255162	0.180856	0.257156	0.306826	0.0309156	0.235025	0.339518	0.01778	0.347141	0.0296208	18.1704
3790	-30532.5	-30469.2	-63.2976	0.206745	0.0276443	0.34923	0.000665395	0.0377551	0.401031	3.56055	0.226763	0.258885	0.183494	0.246319	0.311302	0.0309156	0.235025	0.339518	0.01778	0.347141	0.0296208	12.633
3800	-30531.7	-30467	-64.6974	0.211431	0.0266072	0.253534	0.000771533	0.0406193	0.412828	3.54578	0.228117	0.252537	0.188447	0.255346	0.30367	0.0313373	0.23823	0.344149	0.0112233	0.340054	0.0350062	9.52877
3810	-30525.8	-30461.6	-64.1731	0.205243	0.297831	4.37815	0.000633647	0.0368536	0.397201	3.56531	0.232277	0.251499	0.191782	0.254297	0.302422	0.0314266	0.23891	0.34513	0.0141616	0.341023	0.0293489	14.7001
3820	-30521.5	-30459.1	-62.3617	0.209059	0.0956346	1.09155	0.000716451	0.0391599	0.406886	3.55324	0.233149	0.250107	0.19072	0.251682	0.307491	0.0277708	0.231215	0.350499	0.0143819	0.346328	0.0298055	11.4137
3830	-30520.2	-30456.5	-63.74	0.205423	0.158843	2.23813	0.000637404	0.0369615	0.397663	3.56474	0.245846	0.251269	0.186969	0.25778	0.303981	0.0278226	0.231647	0.341769	0.0179777	0.346975	0.0338089	14.0903
3840	-30531.6	-30464	-67.5715	0.209453	0.379186	5.2192	0.000725389	0.0394006	0.407875	3.552	0.247598	0.259851	0.186098	0.251487	0.302564	0.0276186	0.229948	0.339263	0.0195483	0.34443	0.0391918	13.7642
3850	-30529.2	-30462.9	-66.3223	0.210302	0.379186	6.37928	0.00074495	0.0399219	0.410005	3.54933	0.257006	0.264051	0.189105	0.239389	0.307455	0.0297566	0.249772	0.330641	0.015957	0.335677	0.0381959	16.8236
3860	-30542.8	-30474.6	-68.117	0.211175	0.375307	7.16703	0.000765459	0.0404611	0.41219	3.54658	0.2538	0.268182	0.191894	0.23636	0.303564	0.0308384	0.227671	0.342661	0.0165371	0.347881	0.0344118	19.0964
3870	-30533.7	-30469.8	-63.8884	0.204736	0.054532	0.706864	0.000623189	0.0365517	0.395905	3.56692	0.258531	0.260036	0.189235	0.256387	0.294342	0.0307705	0.227169	0.341906	0.0187047	0.347114	0.034336	12.9624
3880	-30528.7	-30464.7	-63.9734	0.205615	0.130331	1.66603	0.00064141	0.0370762	0.398152	3.56413	0.255036	0.252311	0.183614	0.248771	0.315303	0.0280708	0.22926	0.345053	0.0188769	0.350309	0.0284302	12.7831
3890	-30528.2	-30464.9	-63.3105	0.210409	0.110253	1.38151	0.000747439	0.0399877	0.410273	3.54899	0.246013	0.255078	0.185627	0.251499	0.307797	0.028098	0.229482	0.345387	0.0188952	0.350648	0.0274897	12.5304
3900	-30532.7	-30467	-65.6568	0.209235	0.307792	4.83941	0.000720431	0.0392673	0.407328	3.55268	0.258363	0.256217	0.184244	0.254036	0.305503	0.0278982	0.227209	0.341966	0.018708	0.347175	0.0370433	15.723
3910	-30536.9	-30471.9	-64.9849	0.204585	0.177462	2.37659	0.000620099	0.0364619	0.395519	3.5674	0.255096	0.254388	0.190068	0.252222	0.303322	0.0279486	0.227619	0.342584	0.0187418	0.347802	0.0353045	13.3921
3920	-30537.7	-30473.1	-64.6199	0.201282	0.0372545	0.394364	0.000555082	0.0345184	0.386996	3.57793	0.243158	0.244513	0.192061	0.256923	0.306503	0.027941	0.22783	0.34249	0.0187367	0.347707	0.0352949	10.5857
3930	-30532.7	-30468.7	-63.9752	0.207976	0.0537987	0.732908	0.000692219	0.0384998	0.404152	3.55666	0.247061	0.246967	0.183951	0.259503	0.309579	0.0290492	0.236867	0.356075	0.0194798	0.321834	0.0366948	13.6232
3940	-30535	-30472.9	-62.1079	0.207976	0.11778	1.39359	0.000692219	0.0384998	0.404152	3.55666	0.222962	0.246967	0.183951	0.259503	0.309579	0.0280621	0.234228	0.343974	0.016796	0.341025	0.0359146	11.8321
3950	-30532.8	-30468.6	-64.1598	0.203973	0.0508745	0.506156	0.000607668	0.0360987	0.393948	3.56935	0.231263	0.248867	0.183487	0.258848	0.308798	0.028435	0.233026	0.346822	0.0167099	0.339276	0.0357303	9.94912
3960	-30536.4	-30474.5	-61.8999	0.218824	0.0726388	0.822713	0.00096194	0.0452916	0.430982	3.52276	0.224248	0.248867	0.183487	0.258848	0.308798	0.0252692	0.232089	0.345427	0.0176891	0.337911	0.041614	11.3261
3970	-30530.8	-30467.8	-63.0593	0.215392	0.12282	1.60138	0.000869966	0.0431003	0.422625	3.5334	0.23359	0.257249	0.18554	0.253538	0.303673	0.0331859	0.232143	0.345508	0.0161038	0.33799	0.0350695	13.0384
3980	-30527.3	-30463.2	-64.1692	0.209006	0.279177	4.03696	0.000715245	0.0391274	0.406751	3.55341	0.22109	0.256605	0.187578	0.252904	0.302913	0.0258425	0.234225	0.348606	0.0162482	0.341021	0.034058	14.4602
3990	-30532.9	-30468.3	-64.5952	0.205316	0.292729	4.07972	0.00063518	0.0368977	0.39739	3.56508	0.228057	0.256605	0.187578	0.252904	0.302913	0.0287982	0.241496	0.359428	0.0167526	0.31841	0.0351153	13.9369
4000	-30532.5	-30468.4	-64.0442	0.205316	0.242179	3.31224	0.00063518	0.0368977	0.39739	3.56508	0.227248	0.253633	0.196988	0.249974	0.299405	0.0259199	0.240345	0.357716	0.0149024	0.326168	0.034948	13.6769
4010	-30533.5	-30471	-62.4792	0.210737	0.0404682	0.473981	0.000755115	0.0401901	0.411094	3.54796	0.224757	0.253633	0.196988	0.249974	0.299405	0.0261586	0.242558	0.361009	0.0145228	0.315428	0.0403235	11.7124
4020	-30532.5	-30469.7	-62.7887	0.212483	0.0404682	0.428292	0.000796885	0.0412731	0.415446	3.54248	0.220977	0.246866	0.199277	0.252012	0.301845	0.0308221	0.241186	0.358967	0.0192715	0.313643	0.0361108	10.5834
4030	-30526.1	-30464.1	-61.9956	0.209647	0.00500015	0.0570956	0.000729829	0.0395195	0.408363	3.55139	0.22532	0.246866	0.199277	0.252012	0.301845	0.0250263	0.243362	0.362205	0.0164974	0.316473	0.0364366	11.4188
4040	-30531.2	-30468.3	-62.8996	0.20364	0.000636284	0.00641413	0.000600964	0.0359012	0.39309	3.57041	0.227635	0.247558	0.183877	0.251431	0.317134	0.0257286	0.239298	0.354458	0.0177009	0.325355	0.0374592	10.0806
4050	-30527.9	-30464.2	-63.6279	0.214454	0.10357	1.12398	0.000845915	0.042508	0.420319	3.53633	0.226377	0.260799	0.193922	0.241133	0.304145	0.0286311	0.238884	0.353844	0.0178174	0.324704	0.0361196	10.8524
4060	-30529.8	-30466.7	-63.1714	0.213259	0.11544	1.41009	0.000815939	0.0417575	0.417368	3.54006	0.226377	0.255943	0.190311	0.250428	0.303318	0.0291893	0.220433	0.360742	0.0190369	0.331035	0.0395638	12.2149
4070	-30532.9	-30469.5	-63.3548	0.213244	0.108081	1.34398	0.000815572	0.0417482	0.417332	3.5401	0.236897	0.255943	0.190311	0.250428	0.303318	0.0328363	0.221203	0.362003	0.0120641	0.332191	0.039702	12.435
4080	-30539.7	-30476.5	-63.16	0.224968	0.152556	2.13247	0.00114276	0.0493065	0.445645	3.50391	0.237398	0.255942	0.19031	0.250432	0.303316	0.034254	0.230753	0.328047	0.0189955	0.346534	0.0414161	13.9783
4090	-30530	-30466.6	-63.3604	0.204336	0.20826	3.03323	0.000615011	0.0363137	0.394879	3.56819	0.231668	0.25679	0.182868	0.240639	0.319703	0.0351313	0.236663	0.328576	0.019482	0.340436	0.0397119	14.5646
4100	-30536	-30472.9	-63.1333	0.205539	0.166558	2.22022	0.000639831	0.037031	0.39796	3.56437	0.229045	0.245286	0.190103	0.25016	0.314451	0.038258	0.235896	0.327511	0.0194189	0.339333	0.0395832	13.3301
4110	-30537.9	-30473.4	-64.5256	0.201225	0.301674	4.66009	0.000553999	0.0344851	0.386847	3.57811	0.22585	0.24199	0.190209	0.250299	0.317502	0.0284463	0.241256	0.334952	0.0122265	0.347043	0.0360759	15.4474
4120	-30531.2	-30465.5	-65.7261	0.214462	0.376777	5.2695	0.000846123	0.0425131	0.420339	3.5363	0.226648	0.245034	0.19245	0.253447	0.309069	0.0333121	0.240662	0.334129	0.0121965	0.34619	0.0335107	13.9857
4130	-30529.2	-30466.3	-62.9059	0.212062	0.131416	1.63605	0.000786681	0.0410113	0.4144	3.5438	0.240223	0.247243	0.194185	0.246716	0.311856	0.0343764	0.248155	0.344531	0.0125762	0.325807	0.034554	12.4494
4140	-30529	-30466.5	-62.5348	0.218839	0.129851	1.53753	0.000962353	0.0453012	0.431018	3.52272	0.235198	0.247243	0.194185	0.246716	0.311856	0.0328227	0.24326	0.354385	0.0131265	0.322231	0.0341747	11.8407
4150	-30527.3	-30464.6	-62.6188	0.212669	0.122356	1.57667	0.000801426	0.0413891	0.415907	3.5419	0.23831	0.247243	0.194185	0.246716	0.311856	0.0325594	0.241309	0.351542	0.0171595	0.32353	0.0339005	12.8859
4160	-30535.8	-30474.4	-61.4073	0.199738	0.0299585	0.356891	0.000526402	0.0336242	0.382973	3.58288	0.236188	0.247433	0.193565	0.246906	0.312096	0.0325594	0.241309	0.351542	0.0171595	0.32353	0.0339005	11.9129
4170	-30535.1	-30472.2	-62.963	0.212043	0.0433587	0.590919	0.000786204	0.040999	0.414351	3.54386	0.230241	0.247433	0.193565	0.246906	0.312096	0.0361845	0.254226	0.342915	0.0180146	0.315591	0.0330686	13.6286
4180	-30533.9	-30469.3	-64.5599	0.213685	0.343643	4.68338	0.000826537	0.0420244	0.418422	3.53873	0.229129	0.250033	0.192896	0.246053	0.311018	0.0246742	0.256402	0.345851	0.0142338	0.322782	0.036057	13.6286
4190	-30536.8	-30471.8	-64.9135	0.220321	0.401907	6.44208	0.00100406	0.0462591	0.43459	3.51815	0.236775	0.252098	0.194489	0.239828	0.313585	0.0323476	0.246927	0.344785	0.0182067	0.321787	0.0359459	16.0288
4200	-30528.3	-30463.9	-64.3594	0.207221	0.0232234	0.318112	0.000675674	0.0380422	0.402239	3.55904	0.236775	0.253643	0.193347	0.241299	0.311711	0.0324032	0.245632	0.345378	0.018238	0.322341	0.0360078	13.6979
4210	-30530.2	-30465.4	-64.7567	0.212337	0.16472	2.39068	0.000793323	0.0411819	0.415082	3.54294	0.228705	0.24577	0.195267	0.250704	0.308259	0.0252607	0.247948	0.352882	0.0181083	0.320048	0.0357517	14.5136
4220	-30530.2	-30467	-63.2296	0.210006	0.112188	1.3765	0.000738094	0.03974	0.409264	3.55026	0.232131	0.250168	0.19876	0.24959	0.301482	0.0253509	0.248833	0.355873	0.0128724	0.321191	0.0358793	12.2696
4230	-30538.4	-30475.3	-63.048	0.200914	0.0532166	0.67018	0.000548144	0.0343043	0.386039	3.57911	0.2306	0.257801	0.194322	0.244017	0.30386	0.0256458	0.245233	0.360013	0.0130221	0.320716	0.0353697	12.5935
4240	-30540.2	-30477.8	-62.455	0.209282	0.0534447	0.676059	0.000721499	0.039296	0.407446	3.55254	0.240192	0.257801	0.194322	0.244017	0.30386	0.0256458	0.245233	0.360013	0.0130221	0.320716	0.0353697	12.6497
4250	-30530.7	-30466.7	-63.9812	0.209643	0.20607	2.94805	0.000729744	0.0395173	0.408353	3.5514	0.238214	0.252143	0.190058	0.238662	0.319137	0.0234933	0.249371	0.343234	0.0218089	0.326127	0.0359665	14.3061
4260	-30531.4	-30468.1	-63.251	0.204068	0.20607	2.95074	0.000609571	0.0361545	0.39419	3.56905	0.230256	0.25672	0.189827	0.238986	0.314468	0.023281	0.256156	0.340131	0.0216118	0.323179	0.0356414	14.3192
4270	-30536.1	-30471.7	-64.4297	0.20565	0.182741	2.74068	0.00064215	0.0370973	0.398242	3.56402	0.232041	0.248936	0.191154	0.243244	0.316666	0.0309453	0.255783	0.339636	0.0215803	0.322708	0.0293481	14.9976
4280	-30536.2	-30473.9	-62.3474	0.20482	0.152833	1.93297	0.000624905	0.0366014	0.396119	3.56665	0.226525	0.246274	0.189109	0.240642	0.323975	0.0320792	0.255294	0.338986	0.021539	0.322091	0.0300113	12.6476
4290	-30535.1	-30472.9	-62.2099	0.201184	0.00913207	0.0981227	0.000553226	0.0344613	0.386741	3.57824	0.238491	0.246803	0.191904	0.243591	0.317702	0.0321193	0.255613	0.33941	0.0203143	0.322494	0.0300489	10.7448
4300	-30533.2	-30471.7	-61.5205	0.207856	0.0870244	1.02245	0.00068958	0.0384272	0.403849	3.55703	0.225435	0.24663	0.192469	0.243421	0.31748	0.0294361	0.256322	0.340351	0.0203706	0.323388	0.0301322	11.749
4310	-30531.1	-30470.3	-60.7759	0.210218	0.0489126	0.553849	0.000743005	0.0398704	0.409796	3.54959	0.221765	0.253144	0.191596	0.240972	0.314287	0.029229	0.254518	0.337956	0.0202273	0.321112	0.0369569	11.3232
4320	-30532.5	-30468.4	-64.1623	0.202525	0.276717	4.06205	0.00057895	0.0352447	0.390216	3.57396	0.222044	0.244785	0.194218	0.242409	0.318587	0.0290466	0.25293	0.342087	0.0201011	0.319109	0.0367263	14.6794
4330	-30533.1	-30469.7	-63.3905	0.220725	0.104195	1.38402	0.00101563	0.0465214	0.435559	3.5169	0.238736	0.245328	0.194649	0.24073	0.319293	0.0340231	0.251634	0.340334	0.019998	0.317473	0.036538	13.2831
4340	-30530.3	-30467.5	-62.8331	0.206108	0.0957769	1.18715	0.000651809	0.0373721	0.399411	3.56256	0.238736	0.244604	0.197025	0.24002	0.318351	0.0307168	0.252299	0.341234	0.0200509	0.318313	0.037386	12.395
4350	-30525.5	-30460.9	-64.5948	0.2124	0.252029	3.92105	0.00079487	0.0412215	0.41524	3.54274	0.23374	0.244604	0.197025	0.24002	0.318351	0.0312535	0.256708	0.335543	0.0204013	0.323875	0.0322193	15.5579
4360	-30532.2	-30465.3	-66.8652	0.211007	0.434351	6.94667	0.000761473	0.0403569	0.411769	3.54711	0.235054	0.240657	0.193846	0.236146	0.329351	0.0296142	0.257013	0.335943	0.0176697	0.324261	0.0354988	15.9932
4370	-30521.9	-30456.9	-64.9849	0.212895	0.294556	4.03661	0.00080697	0.0415302	0.416468	3.54119	0.237442	0.24602	0.195969	0.238733	0.319278	0.0297215	0.257945	0.356362	0.0177337	0.306904	0.031334	13.7041
4380	-30517.6	-30453.6	-63.9313	0.208427	0.164515	1.95213	0.000702247	0.0387744	0.405293	3.55523	0.232165	0.242927	0.196184	0.245599	0.31529	0.0297215	0.257945	0.356362	0.0177337	0.306904	0.031334	11.8659
4390	-30522.3	-30459.6	-62.6404	0.203939	0.0402239	0.517394	0.000606968	0.0360781	0.393859	3.56946	0.238929	0.244417	0.192154	0.243442	0.319987	0.0342182	0.255076	0.352398	0.0174922	0.305225	0.0355911	12.8629
4400	-30517.6	-30454.5	-63.1279	0.211409	0.0624944	0.699331	0.000771007	0.0406056	0.412773	3.54585	0.226804	0.24241	0.199577	0.241442	0.316571	0.0342308	0.25517	0.351368	0.0158666	0.305337	0.0380272	11.1903
4410	-30523	-30458	-65.0035	0.210828	0.136121	2.04845	0.000757265	0.0402466	0.411323	3.54767	0.229626	0.242978	0.193996	0.248862	0.314163	0.0356772	0.259958	0.342061	0.0141978	0.311067	0.0370394	15.0487
4420	-30527.2	-30463.5	-63.6921	0.210828	0.186445	2.65939	0.000757265	0.0402466	0.411323	3.54767	0.236021	0.240438	0.19579	0.251163	0.312609	0.0344124	0.260299	0.34251	0.0142164	0.311475	0.037088	14.2637
4430	-30537.4	-30473	-64.3138	0.204932	0.238262	3.44262	0.000627218	0.0366683	0.396407	3.5663	0.235007	0.245691	0.195616	0.248355	0.310338	0.0325271	0.244152	0.346179	0.0128201	0.329534	0.0347873	14.4489
4440	-30528.6	-30465.3	-63.3556	0.217087	0.0310686	0.362187	0.000914593	0.0441776	0.426767	3.52814	0.248932	0.246926	0.189822	0.251355	0.311897	0.0326851	0.245338	0.346427	0.0128365	0.331135	0.0315783	11.6576
4450	-30525.9	-30462.8	-63.141	0.207923	0.102354	1.3455	0.000691044	0.0384675	0.404017	3.55682	0.231534	0.246926	0.189822	0.251355	0.311897	0.0325262	0.244146	0.344993	0.0134692	0.329525	0.035341	13.1455
4460	-30522.3	-30458.3	-64.0695	0.204555	0.308358	4.64102	0.00061948	0.0364439	0.395441	3.5675	0.237512	0.246063	0.189158	0.250477	0.314302	0.0346261	0.243352	0.343871	0.0143244	0.328454	0.0353738	15.0508
4470	-30529.8	-30466.6	-63.1875	0.205357	0.176045	2.38149	0.00063602	0.0369218	0.397493	3.56495	0.224389	0.247525	0.181578	0.251965	0.318933	0.0344313	0.241983	0.341937	0.0198681	0.326606	0.0351748	13.5278
4480	-30532	-30466.4	-65.6242	0.211904	0.0788898	0.766851	0.000782872	0.0409131	0.414007	3.5443	0.233961	0.25147	0.182917	0.244726	0.320887	0.0257196	0.246091	0.347742	0.012524	0.332151	0.035772	9.72053
4490	-30528.7	-30466.5	-62.239	0.202597	0.0390411	0.471331	0.00058036	0.0352871	0.390402	3.57373	0.220115	0.250539	0.18224	0.247522	0.319699	0.0256329	0.245262	0.346571	0.0113561	0.331032	0.0401453	12.0727
4500	-30526.8	-30463.8	-62.9721	0.215224	0.195069	2.45114	0.000865626	0.0429941	0.422213	3.53393	0.222546	0.246533	0.179327	0.256104	0.318037	0.0340851	0.241894	0.341811	0.0161301	0.326486	0.039594	12.5655
4510	-30519.9	-30458.2	-61.6885	0.204446	0.0103674	0.107575	0.000617257	0.0363792	0.395162	3.56784	0.214962	0.246533	0.179327	0.256104	0.318037	0.0342963	0.243393	0.343929	0.0162301	0.328509	0.0336421	10.3763
4520	-30532.3	-30471.1	-61.1449	0.199208	0.0472637	0.554524	0.000516818	0.0333199	0.381588	3.58458	0.219094	0.246533	0.179327	0.256104	0.318037	0.0278578	0.244188	0.345053	0.0189672	0.329583	0.034351	11.7326
4530	-30521.9	-30460.7	-61.2297	0.214784	0.0361758	0.410991	0.000854317	0.0427159	0.421131	3.5353	0.216382	0.243193	0.188551	0.246879	0.321377	0.0278578	0.244188	0.345053	0.0189672	0.329583	0.034351	11.3609
4540	-30517.7	-30455.9	-61.7258	0.212512	0.115621	1.34417	0.000797598	0.0412913	0.415518	3.54239	0.218169	0.23957	0.191125	0.252716	0.316589	0.0308032	0.247741	0.346832	0.0184451	0.32311	0.0330684	11.6257
4550	-30521.2	-30459.6	-61.5896	0.218321	0.016523	0.190722	0.000948059	0.044968	0.429764	3.52432	0.215473	0.240894	0.185535	0.255233	0.318338	0.0308988	0.24844	0.347812	0.0174613	0.324023	0.0313651	11.5428
4560	-30520.9	-30458.2	-62.6642	0.210111	0.170621	2.08333	0.00074052	0.0398045	0.409527	3.54993	0.215473	0.24408	0.184383	0.258609	0.312929	0.0294252	0.247559	0.346578	0.0173994	0.322874	0.036164	12.2103
4570	-30530.1	-30469.3	-60.8253	0.216377	0.071017	0.840395	0.000895709	0.0437251	0.425035	3.53034	0.213541	0.244764	0.193463	0.259334	0.30244	0.0320291	0.246062	0.344481	0.0172942	0.32092	0.0392131	11.8337
4580	-30533	-30471.5	-61.5102	0.209583	0.158134	2.00381	0.00072837	0.0394805	0.408203	3.55159	0.215523	0.248914	0.196743	0.246776	0.307567	0.0310292	0.23838	0.369081	0.015517	0.310902	0.0350906	12.6715
4590	-30525	-30460.4	-64.5853	0.212067	0.389557	5.72935	0.000786794	0.0410142	0.414412	3.54379	0.217058	0.249478	0.197189	0.245069	0.308264	0.032586	0.239037	0.370098	0.0124434	0.311758	0.0340784	14.7073
4600	-30529.4	-30464.9	-64.4544	0.199272	0.389557	6.01628	0.00051797	0.0333567	0.381756	3.58437	0.212474	0.249478	0.197189	0.245069	0.308264	0.0325318	0.238639	0.369482	0.0169116	0.31124	0.0311956	15.4439
4610	-30534.6	-30471	-63.5704	0.215461	0.138586	1.67086	0.000871747	0.0431439	0.422793	3.53319	0.231767	0.251502	0.190674	0.247057	0.310766	0.0343287	0.236832	0.366684	0.0179168	0.308882	0.0353563	12.0565
4620	-30540	-30476	-63.9863	0.198465	0.195324	2.3717	0.000503579	0.0328948	0.379641	3.58696	0.232657	0.25161	0.190756	0.247163	0.310472	0.0273296	0.235349	0.364388	0.0178046	0.319993	0.0351349	12.1424
4630	-30534.6	-30470.2	-64.3982	0.211794	0.243495	3.37805	0.000780227	0.0408447	0.413733	3.54464	0.235858	0.250243	0.195151	0.24582	0.308785	0.0263932	0.23752	0.351903	0.0171946	0.333058	0.0339311	13.8732
4640	-30526.6	-30465.1	-61.4173	0.209187	0.0380723	0.421793	0.000719337	0.0392378	0.407206	3.55284	0.221864	0.249331	0.194441	0.242869	0.313359	0.0263932	0.23752	0.351903	0.0171946	0.333058	0.0339311	11.0787
4650	-30523.5	-30460.3	-63.2001	0.209675	0.0740455	0.769176	0.00073047	0.0395367	0.408433	3.5513	0.227414	0.249569	0.18581	0.246533	0.318087	0.0263932	0.23752	0.351903	0.0171946	0.333058	0.0339311	10.3879
4660	-30518.7	-30457.7	-61.0104	0.214941	0.054422	0.649941	0.000858341	0.0428151	0.421517	3.53481	0.218063	0.251598	0.190019	0.248538	0.309845	0.0263966	0.237551	0.351948	0.0170683	0.333101	0.0339354	11.9426
4670	-30524.7	-30462.2	-62.5132	0.222559	0.0845195	0.888853	0.00106934	0.0477185	0.439941	3.51127	0.225297	0.257349	0.18656	0.251887	0.304204	0.0271554	0.237129	0.351323	0.017038	0.332509	0.0348454	10.5165
4680	-30519.8	-30458	-61.8506	0.213477	0.0409538	0.490463	0.000821362	0.0418943	0.417909	3.53938	0.22359	0.256358	0.18969	0.250918	0.303034	0.0271551	0.237126	0.351319	0.0195943	0.332506	0.0322996	11.976
4690	-30538.3	-30475.3	-63.0179	0.209086	0.120837	1.26469	0.000717044	0.039176	0.406952	3.55316	0.211437	0.250339	0.185237	0.245026	0.319398	0.0266878	0.250253	0.345274	0.0192572	0.326784	0.0317439	10.4661
4700	-30533.1	-30470.5	-62.6656	0.215534	0.0657839	0.773984	0.000873635	0.0431899	0.422972	3.53296	0.230509	0.250078	0.179365	0.247293	0.323265	0.0266878	0.250253	0.345274	0.0192572	0.326784	0.0317439	11.7655
